shuhei:~.$ python nelder.py -model CNN -num 2 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  6.076            -1.904           0.857            -3.681           6.170            6.200            4.881            5.169          
  0.01246                 49                      0.50038                 1.81980                 0.51290                 1.80050                 2019-04-20 11:10:20.247577  
  0.01246                 50                      0.50176                 1.80806                 0.51430                 1.82368                 2019-04-20 11:10:25.146939  
  0.01246                 51                      0.50172                 1.80494                 0.49840                 1.86755                 2019-04-20 11:10:30.020596  
  0.01246                 52                      0.50324                 1.79982                 0.51590                 1.80309                 2019-04-20 11:10:34.982171  
  0.01246                 53                      0.50602                 1.78570                 0.51900                 1.85834                 2019-04-20 11:10:39.980289  
  0.01246                 54                      0.50772                 1.78927                 0.51320                 1.82231                 2019-04-20 11:10:44.890410  
  0.01246                 55                      0.50492                 1.78803                 0.50450                 1.86747                 2019-04-20 11:10:49.871472  
  0.01246                 56                      0.50546                 1.78307                 0.49530                 1.91962                 2019-04-20 11:10:54.777620  
  0.01246                 57                      0.50730                 1.77818                 0.49890                 1.88638                 2019-04-20 11:10:59.722644  
  0.01246                 58                      0.50734                 1.77908                 0.51350                 1.83354                 2019-04-20 11:11:04.587235  
  0.01246                 59                      0.50934                 1.77282                 0.51340                 1.82261                 2019-04-20 11:11:09.424137  
  0.01246                 60                      0.50738                 1.77749                 0.51340                 1.83257                 2019-04-20 11:11:14.325464  
  0.01246                 61                      0.51236                 1.76501                 0.51210                 1.82729                 2019-04-20 11:11:19.277073  
  0.01246                 62                      0.50970                 1.75914                 0.51260                 1.81995                 2019-04-20 11:11:24.227687  
  0.01246                 63                      0.50932                 1.76517                 0.49930                 1.87844                 2019-04-20 11:11:29.171160  
  0.01246                 64                      0.51288                 1.75783                 0.50650                 1.84994                 2019-04-20 11:11:34.080808  
  0.01246                 65                      0.51524                 1.74939                 0.52050                 1.80321                 2019-04-20 11:11:39.066535  
  0.01246                 66                      0.51574                 1.75027                 0.50590                 1.86239                 2019-04-20 11:11:43.906377  
  0.01246                 67                      0.51666                 1.74720                 0.52150                 1.80069                 2019-04-20 11:11:48.721045  
  0.01246                 68                      0.51802                 1.74084                 0.51310                 1.83343                 2019-04-20 11:11:53.613002  
  0.01246                 69                      0.51440                 1.74949                 0.49310                 1.92366                 2019-04-20 11:11:58.465641  
  0.01246                 70                      0.51522                 1.73528                 0.53070                 1.74757                 2019-04-20 11:12:03.403931  
  0.01246                 71                      0.51714                 1.73934                 0.52250                 1.79509                 2019-04-20 11:12:08.370879  
  0.01246                 72                      0.51596                 1.74121                 0.51390                 1.78648                 2019-04-20 11:12:13.271955  
  0.01246                 73                      0.51878                 1.72810                 0.51930                 1.78698                 2019-04-20 11:12:18.235979  
  0.01246                 74                      0.51674                 1.73372                 0.51990                 1.84051                 2019-04-20 11:12:23.181965  
  0.01246                 75                      0.52052                 1.72605                 0.51120                 1.84030                 2019-04-20 11:12:28.059472  
  0.01246                 76                      0.51996                 1.72109                 0.52380                 1.78630                 2019-04-20 11:12:32.983726  
  0.01246                 77                      0.51922                 1.72136                 0.48390                 1.99478                 2019-04-20 11:12:37.892534  
  0.01246                 78                      0.52184                 1.71935                 0.52040                 1.80898                 2019-04-20 11:12:42.819465  
  0.01246                 79                      0.52140                 1.72284                 0.51670                 1.77205                 2019-04-20 11:12:47.802894  
  0.01246                 80                      0.52236                 1.72201                 0.51740                 1.78803                 2019-04-20 11:12:52.739594  
  0.01246                 81                      0.52254                 1.71667                 0.52410                 1.75981                 2019-04-20 11:12:57.618129  
  0.01246                 82                      0.51994                 1.71606                 0.51400                 1.83456                 2019-04-20 11:13:02.542239  
  0.01246                 83                      0.52286                 1.71226                 0.50660                 1.87248                 2019-04-20 11:13:07.533208  
  0.01246                 84                      0.52708                 1.70495                 0.52000                 1.77860                 2019-04-20 11:13:12.484988  
  0.01246                 85                      0.52394                 1.70831                 0.51680                 1.81362                 2019-04-20 11:13:17.421452  
  0.01246                 86                      0.52392                 1.70444                 0.52020                 1.80427                 2019-04-20 11:13:22.364103  
  0.01246                 87                      0.52622                 1.70226                 0.52840                 1.75755                 2019-04-20 11:13:27.282869  
  0.01246                 88                      0.52652                 1.70415                 0.50820                 1.89461                 2019-04-20 11:13:32.143710  
  0.01246                 89                      0.52820                 1.70032                 0.52130                 1.78223                 2019-04-20 11:13:37.068917  
  0.01246                 90                      0.52812                 1.68649                 0.52260                 1.77647                 2019-04-20 11:13:42.004607  
  0.01246                 91                      0.52830                 1.68907                 0.50740                 1.84881                 2019-04-20 11:13:46.944928  
  0.01246                 92                      0.52738                 1.69419                 0.53120                 1.76489                 2019-04-20 11:13:51.906703  
  0.01246                 93                      0.52988                 1.68853                 0.51720                 1.79963                 2019-04-20 11:13:56.823109  
  0.01246                 94                      0.52834                 1.68798                 0.51380                 1.84128                 2019-04-20 11:14:01.718230  
  0.01246                 95                      0.52894                 1.69257                 0.52530                 1.77024                 2019-04-20 11:14:06.618439  
  0.01246                 96                      0.52892                 1.68069                 0.50990                 1.84662                 2019-04-20 11:14:11.532049  
  0.01246                 97                      0.52956                 1.68258                 0.51400                 1.82932                 2019-04-20 11:14:16.481786  
  0.01246                 98                      0.53006                 1.67932                 0.52220                 1.78052                 2019-04-20 11:14:21.374055  
  0.01246                 99                      0.53246                 1.67359                 0.52290                 1.76810                 2019-04-20 11:14:26.332587  
  0.01246                 100                     0.52958                 1.67978                 0.52380                 1.77735                 2019-04-20 11:14:31.229557  
  0.01246                 101                     0.53128                 1.67614                 0.52040                 1.80020                 2019-04-20 11:14:36.180502  
  0.01246                 102                     0.53106                 1.68040                 0.52620                 1.75966                 2019-04-20 11:14:41.159355  
  0.01246                 103                     0.52912                 1.67383                 0.50940                 1.85878                 2019-04-20 11:14:46.026604  
  0.01246                 104                     0.53106                 1.67914                 0.51390                 1.80895                 2019-04-20 11:14:50.948192  
  0.01246                 105                     0.53258                 1.67419                 0.51850                 1.78966                 2019-04-20 11:14:55.873078  
  0.01246                 106                     0.53590                 1.66598                 0.50350                 1.91512                 2019-04-20 11:15:00.813740  
  0.01246                 107                     0.53420                 1.67383                 0.52050                 1.80456                 2019-04-20 11:15:05.750501  
  0.01246                 108                     0.53376                 1.66759                 0.51560                 1.83050                 2019-04-20 11:15:10.783844  
  0.01246                 109                     0.53204                 1.67326                 0.53010                 1.74621                 2019-04-20 11:15:15.705208  
  0.01246                 110                     0.53288                 1.66336                 0.52640                 1.75738                 2019-04-20 11:15:20.647722  
  0.01246                 111                     0.53430                 1.66209                 0.52270                 1.79735                 2019-04-20 11:15:25.545583  
  0.01246                 112                     0.53560                 1.67083                 0.51750                 1.80925                 2019-04-20 11:15:30.503722  
  0.01246                 113                     0.53610                 1.66470                 0.51950                 1.80098                 2019-04-20 11:15:35.386581  
  0.01246                 114                     0.53366                 1.65617                 0.51710                 1.82780                 2019-04-20 11:15:40.347348  
  0.01246                 115                     0.53542                 1.66198                 0.52020                 1.82523                 2019-04-20 11:15:45.341088  
  0.01246                 116                     0.53546                 1.65928                 0.52330                 1.78615                 2019-04-20 11:15:50.318917  
  0.01246                 117                     0.53348                 1.66381                 0.52760                 1.74291                 2019-04-20 11:15:55.287154  
  0.01246                 118                     0.53842                 1.65481                 0.52780                 1.76656                 2019-04-20 11:16:00.289145  
  0.01246                 119                     0.53698                 1.65285                 0.51890                 1.80270                 2019-04-20 11:16:05.197723  
  0.01246                 120                     0.53752                 1.66044                 0.52570                 1.80782                 2019-04-20 11:16:10.006236  
  0.01246                 121                     0.53984                 1.64895                 0.52060                 1.79614                 2019-04-20 11:16:14.926027  
  0.01246                 122                     0.53900                 1.64893                 0.52200                 1.78730                 2019-04-20 11:16:19.865598  
  0.01246                 123                     0.53718                 1.66030                 0.51810                 1.81689                 2019-04-20 11:16:24.855566  
  0.01246                 124                     0.54104                 1.64198                 0.52960                 1.78194                 2019-04-20 11:16:29.837815  
  0.01246                 125                     0.54196                 1.64885                 0.50770                 1.85658                 2019-04-20 11:16:34.662573  
  0.01246                 126                     0.53750                 1.64899                 0.50140                 1.90758                 2019-04-20 11:16:39.537983  
  0.01246                 127                     0.53668                 1.64889                 0.51760                 1.79749                 2019-04-20 11:16:44.503242  
  0.01246                 128                     0.53794                 1.64776                 0.52060                 1.80759                 2019-04-20 11:16:49.436863  
  0.01246                 129                     0.53676                 1.64873                 0.52240                 1.80394                 2019-04-20 11:16:54.304597  
  0.01246                 130                     0.54494                 1.63558                 0.52820                 1.74948                 2019-04-20 11:16:59.255418  
  0.01246                 131                     0.53690                 1.65143                 0.52750                 1.76358                 2019-04-20 11:17:04.151834  
  0.01246                 132                     0.53942                 1.64794                 0.52890                 1.76269                 2019-04-20 11:17:09.151493  
  0.01246                 133                     0.53922                 1.64123                 0.51980                 1.79821                 2019-04-20 11:17:14.106726  
  0.01246                 134                     0.54276                 1.63728                 0.52150                 1.77437                 2019-04-20 11:17:19.070566  
  0.01246                 135                     0.54060                 1.63444                 0.52140                 1.78482                 2019-04-20 11:17:23.958176  
  0.01246                 136                     0.54178                 1.63893                 0.53050                 1.76085                 2019-04-20 11:17:28.917629  
  0.01246                 137                     0.53984                 1.63667                 0.51600                 1.81575                 2019-04-20 11:17:33.912943  
  0.01246                 138                     0.54270                 1.63712                 0.52640                 1.79908                 2019-04-20 11:17:38.831647  
  0.01246                 139                     0.54010                 1.63798                 0.50590                 1.89872                 2019-04-20 11:17:43.732718  
  0.01246                 140                     0.54044                 1.63484                 0.52540                 1.80503                 2019-04-20 11:17:48.575512  
  0.01246                 141                     0.54072                 1.63447                 0.52000                 1.78276                 2019-04-20 11:17:53.552923  
  0.01246                 142                     0.54268                 1.63822                 0.52220                 1.76896                 2019-04-20 11:17:58.531911  
  0.01246                 143                     0.54190                 1.63067                 0.52150                 1.77431                 2019-04-20 11:18:03.493642  
  0.01246                 144                     0.54174                 1.63203                 0.51890                 1.80771                 2019-04-20 11:18:08.409371  
  0.01246                 145                     0.54032                 1.62707                 0.51990                 1.79120                 2019-04-20 11:18:13.354032  
  0.01246                 146                     0.54422                 1.62531                 0.51750                 1.79792                 2019-04-20 11:18:18.322988  
  0.01246                 147                     0.54400                 1.62914                 0.51840                 1.80574                 2019-04-20 11:18:23.238775  
  0.01246                 148                     0.54196                 1.62879                 0.53020                 1.74520                 2019-04-20 11:18:28.082253  
  0.01246                 149                     0.54334                 1.62440                 0.53110                 1.74009                 2019-04-20 11:18:32.998048  
  0.01246                 150                     0.54756                 1.62538                 0.51830                 1.78970                 2019-04-20 11:18:37.969144  
  0.01246                 151                     0.54260                 1.62474                 0.52790                 1.77152                 2019-04-20 11:18:43.015546  
  0.01246                 152                     0.54268                 1.62649                 0.52270                 1.79002                 2019-04-20 11:18:47.996446  
  0.01246                 153                     0.54492                 1.62765                 0.52470                 1.75475                 2019-04-20 11:18:52.973204  
  0.01246                 154                     0.54430                 1.61743                 0.52290                 1.77162                 2019-04-20 11:18:57.878944  
  0.01246                 155                     0.54388                 1.62263                 0.51590                 1.82216                 2019-04-20 11:19:02.887617  
  0.01246                 156                     0.54432                 1.61727                 0.53550                 1.75139                 2019-04-20 11:19:07.819281  
  0.01246                 157                     0.54450                 1.61665                 0.52610                 1.76354                 2019-04-20 11:19:12.718206  
  0.01246                 158                     0.54588                 1.61660                 0.53260                 1.75761                 2019-04-20 11:19:17.661693  
  0.01246                 159                     0.54398                 1.61898                 0.53360                 1.76092                 2019-04-20 11:19:22.598999  
  0.01246                 160                     0.54516                 1.61925                 0.52440                 1.78470                 2019-04-20 11:19:27.650866  
Output: 1.740


