shuhei:~.$ python nelder.py -model CNN -num 2 -round 0
Will collect a position from the storage.


shuhei:~.$ python env.py -model CNN -num 2 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 2 -round 0 -batch_size 65 -lr 0.011579520315158978 -momentum 0.8615316335262188 -weight_decay 0.00017791455845454405 -ch1 73 -ch2 77 -ch3 28 -ch4 35 -drop_rate 0.0999889271044021
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01158                 1                       0.12524                 3.75882                 0.19350                 3.36897                 2019-04-20 07:23:53.644931  
  0.01158                 2                       0.22916                 3.12593                 0.27360                 2.88342                 2019-04-20 07:23:58.682138  
  0.01158                 3                       0.27398                 2.86377                 0.28940                 2.93103                 2019-04-20 07:24:03.741479  
  0.01158                 4                       0.30768                 2.70649                 0.36010                 2.48594                 2019-04-20 07:24:08.839811  
  0.01158                 5                       0.33228                 2.58886                 0.36510                 2.45897                 2019-04-20 07:24:13.937603  
  0.01158                 6                       0.34954                 2.50096                 0.37900                 2.42985                 2019-04-20 07:24:18.906191  
  0.01158                 7                       0.36208                 2.43665                 0.38960                 2.33404                 2019-04-20 07:24:23.934264  
  0.01158                 8                       0.37490                 2.37604                 0.39860                 2.31026                 2019-04-20 07:24:28.988342  
  0.01158                 9                       0.38902                 2.32661                 0.42100                 2.20161                 2019-04-20 07:24:33.973418  
  0.01158                 10                      0.39422                 2.28347                 0.41570                 2.21938                 2019-04-20 07:24:39.075529  
  0.01158                 11                      0.40464                 2.24246                 0.43440                 2.14635                 2019-04-20 07:24:44.127559  
  0.01158                 12                      0.41240                 2.20795                 0.44270                 2.10673                 2019-04-20 07:24:49.162063  
  0.01158                 13                      0.41530                 2.18670                 0.45840                 2.02681                 2019-04-20 07:24:54.219625  
  0.01158                 14                      0.42360                 2.15427                 0.45610                 2.03972                 2019-04-20 07:24:59.284851  
  0.01158                 15                      0.42754                 2.12749                 0.45290                 2.08146                 2019-04-20 07:25:04.312812  
  0.01158                 16                      0.43454                 2.10751                 0.46430                 2.00850                 2019-04-20 07:25:09.274715  
  0.01158                 17                      0.43942                 2.08623                 0.45130                 2.07385                 2019-04-20 07:25:14.326747  
  0.01158                 18                      0.44190                 2.07115                 0.47180                 2.00345                 2019-04-20 07:25:19.344954  
  0.01158                 19                      0.44644                 2.05651                 0.46410                 2.03836                 2019-04-20 07:25:24.383715  
  0.01158                 20                      0.45244                 2.02791                 0.47990                 1.96997                 2019-04-20 07:25:29.348552  
  0.01158                 21                      0.45572                 2.01074                 0.47590                 1.97500                 2019-04-20 07:25:34.387723  
  0.01158                 22                      0.45610                 2.00106                 0.46640                 2.03007                 2019-04-20 07:25:39.438674  
  0.01158                 23                      0.45976                 1.98981                 0.48770                 1.92250                 2019-04-20 07:25:44.519348  
  0.01158                 24                      0.46438                 1.97474                 0.47450                 1.99477                 2019-04-20 07:25:49.498085  
