shuhei:~.$ python nelder.py -model CNN -num 2 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  6.292            -1.801           0.876            -3.615           6.062            6.218            4.935            5.304          
  6.114            -1.949           0.848            -3.684           6.166            6.208            4.847            5.161          
  6.179            -1.801           0.866            -3.956           6.338            6.294            4.877            5.114          
  6.213            -1.740           0.873            -3.698           6.099            6.228            5.062            5.266          
  6.230            -1.817           0.873            -3.688           6.188            6.347            4.989            5.266          
  6.230            -1.882           0.865            -3.541           6.462            6.238            4.877            5.374          
  6.075            -1.918           0.886            -3.602           6.355            6.188            4.935            5.246          
  5.989            -1.924           0.875            -3.816           6.285            6.379            4.907            5.161          
  6.357            -1.923           0.873            -3.757           6.441            6.177            4.746            5.161          


shuhei:~.$ python env.py -model CNN -num 2 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 2 -round 0 -batch_size 78 -lr 0.015795827659136126 -momentum 0.8763405330781756 -weight_decay 0.00024247033142027856 -ch1 66 -ch2 74 -ch3 30 -ch4 39 -drop_rate 0.11260370282415164
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01580                 1                       0.13346                 3.69776                 0.06690                 5.37732                 2019-04-20 03:01:45.000272  
  0.01580                 2                       0.22838                 3.10358                 0.24380                 3.08582                 2019-04-20 03:01:49.704389  
  0.01580                 3                       0.28102                 2.84415                 0.27500                 3.03345                 2019-04-20 03:01:54.317283  
  0.01580                 4                       0.31074                 2.68751                 0.27590                 3.02456                 2019-04-20 03:01:59.016676  
  0.01580                 5                       0.33084                 2.58998                 0.34150                 2.63021                 2019-04-20 03:02:03.746698  
  0.01580                 6                       0.35400                 2.49363                 0.16350                 4.94835                 2019-04-20 03:02:08.438236  
  0.01580                 7                       0.35878                 2.46962                 0.34210                 2.55540                 2019-04-20 03:02:13.165962  
  0.01580                 8                       0.37404                 2.38973                 0.32780                 2.88230                 2019-04-20 03:02:17.841653  
  0.01580                 9                       0.38606                 2.34132                 0.39180                 2.35685                 2019-04-20 03:02:22.581776  
  0.01580                 10                      0.39624                 2.28692                 0.40280                 2.38414                 2019-04-20 03:02:27.317365  
  0.01580                 11                      0.40752                 2.23987                 0.33810                 2.74231                 2019-04-20 03:02:32.016591  
  0.01580                 12                      0.41052                 2.21824                 0.40170                 2.34914                 2019-04-20 03:02:36.697928  
  0.01580                 13                      0.41840                 2.18538                 0.40950                 2.23703                 2019-04-20 03:02:41.457387  
  0.01580                 14                      0.42184                 2.17034                 0.41420                 2.29775                 2019-04-20 03:02:46.077164  
  0.01580                 15                      0.42768                 2.13887                 0.40340                 2.31197                 2019-04-20 03:02:50.787192  
  0.01580                 16                      0.43434                 2.11236                 0.42880                 2.22708                 2019-04-20 03:02:55.487866  
  0.01580                 17                      0.44196                 2.08319                 0.34850                 2.77853                 2019-04-20 03:03:00.217451  
  0.01580                 18                      0.43732                 2.08818                 0.42730                 2.26707                 2019-04-20 03:03:04.963833  
  0.01580                 19                      0.44216                 2.07177                 0.40530                 2.37037                 2019-04-20 03:03:09.646817  
  0.01580                 20                      0.44558                 2.05173                 0.39020                 2.48782                 2019-04-20 03:03:14.360816  
  0.01580                 21                      0.44904                 2.04542                 0.46110                 2.05925                 2019-04-20 03:03:19.083711  
  0.01580                 22                      0.45510                 2.01225                 0.45360                 2.09590                 2019-04-20 03:03:23.830971  
  0.01580                 23                      0.45738                 2.00044                 0.43980                 2.16790                 2019-04-20 03:03:28.498001  
  0.01580                 24                      0.46164                 1.98322                 0.44870                 2.14260                 2019-04-20 03:03:33.198076  
  0.01580                 25                      0.46440                 1.97775                 0.48350                 1.98691                 2019-04-20 03:03:37.911731  
  0.01580                 26                      0.46986                 1.95011                 0.37280                 2.61267                 2019-04-20 03:03:42.626465  
  0.01580                 27                      0.46168                 1.97670                 0.34390                 3.20298                 2019-04-20 03:03:47.342508  
  0.01580                 28                      0.46862                 1.95965                 0.39010                 2.50783                 2019-04-20 03:03:51.980136  
  0.01580                 29                      0.47124                 1.94805                 0.44720                 2.13215                 2019-04-20 03:03:56.636214  
  0.01580                 30                      0.47296                 1.94186                 0.42710                 2.27453                 2019-04-20 03:04:01.361944  
  0.01580                 31                      0.47298                 1.92863                 0.47710                 2.01944                 2019-04-20 03:04:06.022286  
  0.01580                 32                      0.47726                 1.91574                 0.40990                 2.38749                 2019-04-20 03:04:10.814486  
  0.01580                 33                      0.47628                 1.92142                 0.44980                 2.15871                 2019-04-20 03:04:15.446415  
  0.01580                 34                      0.48414                 1.89131                 0.47250                 2.03005                 2019-04-20 03:04:20.210521  
  0.01580                 35                      0.48248                 1.89231                 0.47900                 1.99857                 2019-04-20 03:04:24.884016  
  0.01580                 36                      0.48504                 1.87928                 0.40330                 2.48286                 2019-04-20 03:04:29.542137  
  0.01580                 37                      0.48112                 1.90859                 0.47950                 1.98903                 2019-04-20 03:04:34.260600  
  0.01580                 38                      0.48472                 1.87810                 0.47100                 2.08324                 2019-04-20 03:04:38.967318  
  0.01580                 39                      0.48830                 1.86982                 0.42670                 2.29627                 2019-04-20 03:04:43.701793  
  0.01580                 40                      0.48658                 1.87270                 0.43900                 2.20013                 2019-04-20 03:04:48.370113  
  0.01580                 41                      0.48390                 1.88404                 0.43920                 2.32136                 2019-04-20 03:04:53.056643  
  0.01580                 42                      0.49246                 1.84555                 0.40170                 2.44732                 2019-04-20 03:04:57.688133  
  0.01580                 43                      0.48934                 1.86587                 0.49740                 1.92658                 2019-04-20 03:05:02.347126  
  0.01580                 44                      0.49334                 1.83951                 0.49730                 1.90865                 2019-04-20 03:05:07.057402  
  0.01580                 45                      0.49860                 1.82541                 0.46750                 2.06333                 2019-04-20 03:05:11.791154  
  0.01580                 46                      0.49940                 1.81779                 0.47760                 1.98343                 2019-04-20 03:05:16.531385  
  0.01580                 47                      0.50124                 1.81013                 0.42720                 2.26500                 2019-04-20 03:05:21.194905  
  0.01580                 48                      0.49510                 1.82931                 0.49680                 1.92410                 2019-04-20 03:05:25.962974  
  0.01580                 49                      0.49960                 1.81417                 0.47630                 2.03004                 2019-04-20 03:05:30.635464  
  0.01580                 50                      0.49950                 1.81386                 0.49880                 1.94919                 2019-04-20 03:05:35.371929  
  0.01580                 51                      0.50392                 1.79408                 0.47880                 2.02255                 2019-04-20 03:05:40.129244  
  0.01580                 52                      0.50518                 1.79620                 0.39370                 2.56485                 2019-04-20 03:05:44.856284  
  0.01580                 53                      0.50076                 1.81904                 0.45230                 2.13469                 2019-04-20 03:05:49.565667  
  0.01580                 54                      0.50386                 1.79319                 0.45960                 2.11580                 2019-04-20 03:05:54.284333  
  0.01580                 55                      0.50448                 1.79808                 0.45660                 2.17221                 2019-04-20 03:05:58.984861  
  0.01580                 56                      0.50412                 1.79467                 0.49160                 1.91657                 2019-04-20 03:06:03.646058  
  0.01580                 57                      0.50700                 1.77785                 0.47130                 2.09313                 2019-04-20 03:06:08.320968  
  0.01580                 58                      0.50594                 1.78471                 0.50920                 1.82772                 2019-04-20 03:06:12.958088  
  0.01580                 59                      0.51026                 1.76724                 0.49050                 1.98018                 2019-04-20 03:06:17.659221  
  0.01580                 60                      0.50856                 1.78307                 0.49580                 1.94016                 2019-04-20 03:06:22.465472  
  0.01580                 61                      0.51254                 1.77242                 0.46050                 2.08101                 2019-04-20 03:06:27.175043  
  0.01580                 62                      0.50922                 1.77195                 0.46440                 2.05187                 2019-04-20 03:06:31.840772  
  0.01580                 63                      0.51288                 1.76536                 0.32640                 3.85141                 2019-04-20 03:06:36.546362  
  0.01580                 64                      0.50614                 1.78262                 0.51440                 1.83425                 2019-04-20 03:06:41.130748  
  0.01580                 65                      0.51402                 1.74532                 0.50070                 2.01091                 2019-04-20 03:06:45.807396  
  0.01580                 66                      0.51320                 1.75272                 0.43500                 2.22474                 2019-04-20 03:06:50.417179  
  0.01580                 67                      0.50710                 1.77658                 0.45320                 2.29861                 2019-04-20 03:06:55.147590  
  0.01580                 68                      0.51556                 1.76075                 0.45400                 2.26487                 2019-04-20 03:06:59.846137  
  0.01580                 69                      0.51170                 1.76161                 0.46190                 2.15980                 2019-04-20 03:07:04.509655  
  0.01580                 70                      0.51840                 1.74789                 0.50190                 1.90033                 2019-04-20 03:07:09.231633  
  0.01580                 71                      0.51638                 1.74546                 0.49770                 1.89196                 2019-04-20 03:07:13.884364  
  0.01580                 72                      0.51562                 1.73959                 0.46080                 2.14905                 2019-04-20 03:07:18.616651  
  0.01580                 73                      0.51248                 1.75997                 0.52050                 1.84103                 2019-04-20 03:07:23.371745  
  0.01580                 74                      0.51816                 1.73650                 0.46920                 2.12490                 2019-04-20 03:07:28.064932  
  0.01580                 75                      0.51692                 1.73953                 0.48200                 2.00270                 2019-04-20 03:07:32.830041  
  0.01580                 76                      0.51610                 1.74181                 0.40040                 2.57441                 2019-04-20 03:07:37.514891  
  0.01580                 77                      0.51408                 1.75292                 0.49090                 1.95875                 2019-04-20 03:07:42.225481  
  0.01580                 78                      0.52076                 1.73120                 0.48480                 1.99887                 2019-04-20 03:07:46.629546  
  0.01580                 79                      0.51950                 1.72471                 0.42490                 2.45207                 2019-04-20 03:07:51.279277  
  0.01580                 80                      0.51980                 1.73071                 0.47690                 1.99607                 2019-04-20 03:07:55.972039  
  0.01580                 81                      0.52230                 1.72111                 0.45320                 2.31575                 2019-04-20 03:08:00.653178  
  0.01580                 82                      0.52156                 1.71577                 0.50860                 1.87260                 2019-04-20 03:08:05.361350  
  0.01580                 83                      0.52302                 1.71394                 0.38320                 2.84648                 2019-04-20 03:08:09.974874  
  0.01580                 84                      0.52104                 1.73026                 0.45340                 2.22386                 2019-04-20 03:08:14.669709  
  0.01580                 85                      0.52146                 1.71573                 0.51230                 1.82630                 2019-04-20 03:08:19.353229  
  0.01580                 86                      0.52504                 1.70515                 0.49730                 1.94189                 2019-04-20 03:08:23.986762  
  0.01580                 87                      0.52460                 1.70887                 0.45170                 2.17267                 2019-04-20 03:08:28.630773  
  0.01580                 88                      0.52566                 1.71216                 0.46870                 2.15337                 2019-04-20 03:08:33.289121  
  0.01580                 89                      0.52354                 1.72098                 0.51260                 1.85877                 2019-04-20 03:08:38.057414  
  0.01580                 90                      0.52902                 1.69403                 0.47380                 2.07715                 2019-04-20 03:08:42.688786  
  0.01580                 91                      0.52236                 1.71553                 0.44360                 2.21526                 2019-04-20 03:08:47.343088  
  0.01580                 92                      0.52318                 1.71097                 0.45490                 2.15810                 2019-04-20 03:08:52.028641  
  0.01580                 93                      0.52362                 1.70785                 0.46340                 2.22652                 2019-04-20 03:08:56.678923  
  0.01580                 94                      0.52450                 1.70759                 0.48920                 2.03522                 2019-04-20 03:09:01.425576  
  0.01580                 95                      0.52930                 1.69881                 0.46470                 2.14687                 2019-04-20 03:09:06.118032  
  0.01580                 96                      0.52710                 1.70019                 0.45830                 2.22433                 2019-04-20 03:09:10.690132  
  0.01580                 97                      0.52784                 1.69089                 0.47260                 2.13625                 2019-04-20 03:09:15.356400  
  0.01580                 98                      0.52692                 1.69748                 0.48220                 2.04590                 2019-04-20 03:09:20.044096  
  0.01580                 99                      0.52832                 1.69710                 0.47210                 2.10533                 2019-04-20 03:09:24.704891  
  0.01580                 100                     0.52470                 1.70775                 0.45000                 2.16116                 2019-04-20 03:09:29.395684  
  0.01580                 101                     0.52372                 1.70464                 0.52050                 1.80780                 2019-04-20 03:09:34.008787  
  0.01580                 102                     0.52890                 1.68829                 0.50770                 1.83185                 2019-04-20 03:09:38.696779  
  0.01580                 103                     0.53196                 1.67665                 0.34630                 3.41799                 2019-04-20 03:09:43.251901  
  0.01580                 104                     0.52228                 1.72254                 0.49370                 1.99751                 2019-04-20 03:09:47.900408  
  0.01580                 105                     0.53206                 1.68303                 0.50880                 1.88012                 2019-04-20 03:09:52.593755  
  0.01580                 106                     0.53116                 1.67294                 0.47460                 2.12631                 2019-04-20 03:09:57.324159  
  0.01580                 107                     0.53090                 1.68541                 0.45060                 2.31141                 2019-04-20 03:10:01.938967  
  0.01580                 108                     0.52734                 1.70023                 0.50590                 1.88450                 2019-04-20 03:10:06.673714  
  0.01580                 109                     0.53258                 1.67124                 0.44480                 2.29118                 2019-04-20 03:10:11.337484  
  0.01580                 110                     0.52580                 1.69705                 0.44800                 2.22574                 2019-04-20 03:10:16.003135  
  0.01580                 111                     0.53224                 1.67776                 0.50590                 1.92554                 2019-04-20 03:10:20.708947  
  0.01580                 112                     0.53312                 1.67206                 0.35960                 3.10212                 2019-04-20 03:10:25.480178  
  0.01580                 113                     0.52610                 1.71015                 0.44990                 2.35999                 2019-04-20 03:10:30.172024  
