i
i
i
i
i
i
i
i
i
i
r
ic
r
ic
r
ic
r
ic
r
ic
r
r
ic
r
e
r
e
r
ic
r
r
ic
r
ic
r
ic
r
ic
r
r
ic
r
e
r
r
ic
r
ic
r
ic
r
r
r
ic
r
ic
r
r
ic
r
ic
r
e
r
r
ic
r
r
ic
r
r
ic
r
r
r
e
r
r
r
r
r
ic
s
s
s
s
s
s
s
s
s
r
r
r
ic
r
oc
s
s
s
s
s
s
s
s
s
r
r
ic
r
r
ic
r
r
r
r
ic
r
oc
s
s
s
s
s
s
s
s
s
r
oc
r
ic
r
r
ic
r
ic
s
s
s
s
s
s
s
s
s
r
r
oc
r
