batch_size,lr,momentum,weight_decay,width_coef1,width_coef2,width_coef3,n_blocks1,n_blocks2,n_blocks3,drop_rates1,drop_rates2,drop_rates3,lr_decay,loss
5.010434619903753,-0.13462279441570013,0.8460951762090091,-4.241937228203843,3.2893552815297733,3.0479859158023217,2.8893228230216295,4,4,4,0.43955573476780824,0.34677287224240644,0.38394935049274936,-0.14876217288319005,4.633494929504394
8.371715231062044,-3.7520771847741763,0.9156822506286271,-3.3560212376216176,3.337816767481436,3.279763491114518,3.519887583549413,4,4,4,0.007852974133413468,0.16668354566746654,0.11170344058721897,-0.8341847413383114,4.532048563337326
