shuhei:~$ python nelder.py -model WideResNet -num 1 -round 1
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     width_coef1      width_coef2      width_coef3      n_blocks1        n_blocks2        n_blocks3        drop_rates1      drop_rates2      drop_rates3      lr_decay       
  7.000            -1.000           0.900            -3.301           3.322            3.322            3.322            4                4                4                0.200            0.200            0.200            -0.301         


shuhei:~$ python env.py -model WideResNet -num 1 -round 1 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~$ sh run.sh
shuhei:~$ CUDA_VISIBLE_DEVICES=0 python train.py -model WideResNet -num 1 -round 1 -batch_size 128 -lr 0.10000000000000005 -momentum 0.9 -weight_decay 0.0005000000000000004 -width_coef1 10 -width_coef2 10 -width_coef3 10 -n_blocks1 4 -n_blocks2 4 -n_blocks3 4 -drop_rates1 0.2 -drop_rates2 0.2 -drop_rates3 0.2 -lr_decay 0.5000000000000001
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.1                     1                       0.09484                 3.93077                 0.12060                 3.75495                 2019-04-10 20:23:38.798925  
  0.1                     2                       0.18760                 3.34097                 0.22300                 3.16921                 2019-04-10 20:25:55.768243  
  0.1                     3                       0.26332                 2.92372                 0.25050                 2.95254                 2019-04-10 20:28:13.591317  
  0.1                     4                       0.32710                 2.60151                 0.32620                 2.62986                 2019-04-10 20:30:32.163426  
  0.1                     5                       0.37608                 2.35310                 0.36680                 2.41863                 2019-04-10 20:32:48.642523  
  0.1                     6                       0.42000                 2.16246                 0.35920                 2.48669                 2019-04-10 20:35:03.265133  
  0.1                     7                       0.45060                 2.01953                 0.41890                 2.21314                 2019-04-10 20:37:17.790908  
  0.1                     8                       0.48056                 1.89146                 0.44620                 2.04735                 2019-04-10 20:39:32.222449  
  0.1                     9                       0.50432                 1.79153                 0.46310                 1.99763                 2019-04-10 20:41:46.795907  
  0.1                     10                      0.52460                 1.70052                 0.45760                 2.08810                 2019-04-10 20:44:01.363034  
  0.1                     11                      0.53990                 1.64079                 0.43280                 2.26119                 2019-04-10 20:46:15.415821  
  0.1                     12                      0.55404                 1.58228                 0.49610                 1.85567                 2019-04-10 20:48:29.783173  
  0.1                     13                      0.56536                 1.53197                 0.48830                 1.94595                 2019-04-10 20:50:44.149193  
  0.1                     14                      0.58102                 1.48600                 0.47790                 1.97507                 2019-04-10 20:52:58.707484  
  0.1                     15                      0.59106                 1.44935                 0.47670                 1.99717                 2019-04-10 20:55:13.112782  
  0.1                     16                      0.59678                 1.42546                 0.53500                 1.69766                 2019-04-10 20:57:27.549230  
  0.1                     17                      0.60482                 1.39035                 0.53110                 1.71425                 2019-04-10 20:59:40.401764  
  0.1                     18                      0.60846                 1.36876                 0.52200                 1.75792                 2019-04-10 21:01:53.305508  
  0.1                     19                      0.61542                 1.34331                 0.51450                 1.88307                 2019-04-10 21:04:06.913917  
  0.1                     20                      0.62166                 1.32413                 0.53440                 1.68095                 2019-04-10 21:06:19.351035  
  0.1                     21                      0.62610                 1.30652                 0.53370                 1.76720                 2019-04-10 21:08:32.465170  
  0.1                     22                      0.63004                 1.29697                 0.52540                 1.79238                 2019-04-10 21:10:45.993916  
  0.1                     23                      0.63128                 1.28505                 0.54400                 1.68058                 2019-04-10 21:12:59.671493  
  0.1                     24                      0.63608                 1.27305                 0.50290                 1.91546                 2019-04-10 21:15:13.489516  
  0.1                     25                      0.63930                 1.25937                 0.55470                 1.71099                 2019-04-10 21:17:26.526558  
  0.1                     26                      0.63988                 1.25189                 0.53230                 1.74469                 2019-04-10 21:19:40.026054  
  0.1                     27                      0.63924                 1.24821                 0.55600                 1.62470                 2019-04-10 21:21:53.377000  
  0.1                     28                      0.64436                 1.23431                 0.53720                 1.69892                 2019-04-10 21:24:06.863284  
  0.1                     29                      0.64820                 1.23175                 0.56020                 1.65798                 2019-04-10 21:26:20.665417  
  0.1                     30                      0.65188                 1.21401                 0.55290                 1.68690                 2019-04-10 21:28:34.482008  
  0.1                     31                      0.65210                 1.21261                 0.55840                 1.65000                 2019-04-10 21:30:47.809776  
  0.1                     32                      0.65402                 1.20503                 0.53040                 1.74719                 2019-04-10 21:33:01.360332  
  0.1                     33                      0.65152                 1.20215                 0.56750                 1.60141                 2019-04-10 21:35:15.016133  
  0.1                     34                      0.65590                 1.19326                 0.53580                 1.75169                 2019-04-10 21:37:28.534528  
  0.1                     35                      0.65858                 1.19126                 0.52530                 1.77742                 2019-04-10 21:39:41.986361  
  0.1                     36                      0.65942                 1.18650                 0.54650                 1.67192                 2019-04-10 21:41:55.297771  
  0.1                     37                      0.66164                 1.18018                 0.57890                 1.54483                 2019-04-10 21:44:08.497533  
  0.1                     38                      0.66282                 1.17152                 0.55730                 1.63973                 2019-04-10 21:46:21.625789  
  0.1                     39                      0.66108                 1.16472                 0.54770                 1.68770                 2019-04-10 21:48:34.081913  
  0.1                     40                      0.66124                 1.17570                 0.55690                 1.69529                 2019-04-10 21:50:45.559522  
  0.1                     41                      0.66692                 1.16016                 0.53600                 1.75750                 2019-04-10 21:52:57.633027  
  0.1                     42                      0.66306                 1.16398                 0.56920                 1.56761                 2019-04-10 21:55:10.128336  
  0.1                     43                      0.66464                 1.15488                 0.54310                 1.73616                 2019-04-10 21:57:22.650101  
  0.1                     44                      0.66652                 1.15513                 0.56950                 1.59368                 2019-04-10 21:59:35.171238  
  0.1                     45                      0.66974                 1.14540                 0.53290                 1.82888                 2019-04-10 22:01:47.447921  
  0.1                     46                      0.66590                 1.15045                 0.54560                 1.73782                 2019-04-10 22:04:00.086504  
  0.1                     47                      0.66806                 1.15004                 0.58940                 1.52537                 2019-04-10 22:06:11.597458  
  0.1                     48                      0.66962                 1.13908                 0.51780                 1.87051                 2019-04-10 22:08:23.974875  
  0.1                     49                      0.67224                 1.14193                 0.56900                 1.58308                 2019-04-10 22:10:34.439929  
  0.1                     50                      0.67138                 1.13760                 0.56430                 1.63036                 2019-04-10 22:12:46.519987  
  0.1                     51                      0.67270                 1.13024                 0.57400                 1.58695                 2019-04-10 22:14:58.391980  
  0.1                     52                      0.67264                 1.13090                 0.55820                 1.62687                 2019-04-10 22:17:11.272303  
  0.1                     53                      0.67208                 1.13580                 0.59180                 1.52629                 2019-04-10 22:19:23.460899  
  0.1                     54                      0.67368                 1.12979                 0.55600                 1.66396                 2019-04-10 22:21:36.078007  
  0.1                     55                      0.67324                 1.12865                 0.56470                 1.63886                 2019-04-10 22:23:48.779365  
  0.1                     56                      0.67278                 1.12934                 0.55580                 1.70127                 2019-04-10 22:26:00.745781  
  0.1                     57                      0.67460                 1.12840                 0.56480                 1.64542                 2019-04-10 22:28:12.657257  
  0.1                     58                      0.67620                 1.12011                 0.52370                 1.84723                 2019-04-10 22:30:24.550443  
  0.1                     59                      0.67516                 1.12391                 0.57220                 1.60391                 2019-04-10 22:32:37.154647  
  0.1                     60                      0.67542                 1.12029                 0.57540                 1.61166                 2019-04-10 22:34:49.772075  
  0.1                     61                      0.67366                 1.12270                 0.58160                 1.55267                 2019-04-10 22:37:02.495121  
  0.05                    62                      0.75850                 0.81439                 0.68110                 1.12816                 2019-04-10 22:39:15.021031  
  0.05                    63                      0.77536                 0.75534                 0.66420                 1.21811                 2019-04-10 22:41:26.668544  
  0.05                    64                      0.77854                 0.73954                 0.65350                 1.28421                 2019-04-10 22:43:38.835752  
  0.05                    65                      0.77620                 0.75184                 0.65410                 1.26141                 2019-04-10 22:45:50.540430  
  0.05                    66                      0.77360                 0.74991                 0.64720                 1.29587                 2019-04-10 22:48:02.149752  
  0.05                    67                      0.77394                 0.75798                 0.65160                 1.28265                 2019-04-10 22:50:14.473308  
  0.05                    68                      0.77340                 0.75288                 0.65120                 1.31012                 2019-04-10 22:52:26.808992  
  0.05                    69                      0.77498                 0.75688                 0.62500                 1.44065                 2019-04-10 22:54:39.632801  
  0.05                    70                      0.77776                 0.74307                 0.65370                 1.28813                 2019-04-10 22:56:51.575194  
  0.05                    71                      0.77664                 0.74414                 0.64550                 1.31539                 2019-04-10 22:59:03.187412  
  0.05                    72                      0.77814                 0.73577                 0.65860                 1.27354                 2019-04-10 23:01:15.308959  
  0.05                    73                      0.77812                 0.73817                 0.62130                 1.46856                 2019-04-10 23:03:27.445676  
  0.05                    74                      0.78464                 0.72214                 0.65620                 1.29036                 2019-04-10 23:05:38.561580  
  0.05                    75                      0.78326                 0.72286                 0.65270                 1.30944                 2019-04-10 23:07:50.389522  
  0.05                    76                      0.78344                 0.72273                 0.63450                 1.37844                 2019-04-10 23:10:02.352488  
  0.05                    77                      0.78632                 0.71325                 0.64080                 1.37245                 2019-04-10 23:12:14.854458  
  0.05                    78                      0.78752                 0.70973                 0.63120                 1.37844                 2019-04-10 23:14:26.702317  
  0.05                    79                      0.78456                 0.71227                 0.63050                 1.41163                 2019-04-10 23:16:38.369443  
  0.05                    80                      0.78496                 0.71056                 0.65100                 1.32081                 2019-04-10 23:18:50.143146  
  0.05                    81                      0.78932                 0.69994                 0.64210                 1.39012                 2019-04-10 23:21:02.251755  
  0.05                    82                      0.78428                 0.71323                 0.65620                 1.29458                 2019-04-10 23:23:13.969717  
  0.05                    83                      0.78996                 0.69555                 0.63610                 1.33812                 2019-04-10 23:25:26.557567  
  0.05                    84                      0.79038                 0.69546                 0.62720                 1.41974                 2019-04-10 23:27:38.113964  
  0.05                    85                      0.79144                 0.69629                 0.63550                 1.37041                 2019-04-10 23:29:50.055027  
  0.05                    86                      0.79074                 0.68906                 0.64620                 1.35362                 2019-04-10 23:32:01.531487  
  0.05                    87                      0.79370                 0.67919                 0.65440                 1.29970                 2019-04-10 23:34:13.434497  
  0.05                    88                      0.79424                 0.68280                 0.64770                 1.30517                 2019-04-10 23:36:24.924212  
  0.05                    89                      0.79242                 0.68197                 0.64460                 1.36585                 2019-04-10 23:38:36.439207  
  0.05                    90                      0.79410                 0.68648                 0.63320                 1.40167                 2019-04-10 23:40:48.252277  
  0.05                    91                      0.79592                 0.67668                 0.66190                 1.25873                 2019-04-10 23:43:00.370958  
  0.05                    92                      0.79718                 0.67308                 0.63610                 1.42550                 2019-04-10 23:45:12.165562  
  0.05                    93                      0.79612                 0.67317                 0.64070                 1.35750                 2019-04-10 23:47:24.173049  
  0.05                    94                      0.79850                 0.67202                 0.64450                 1.35952                 2019-04-10 23:49:36.078762  
  0.05                    95                      0.79948                 0.66840                 0.65210                 1.30490                 2019-04-10 23:51:48.084754  
  0.05                    96                      0.80064                 0.66075                 0.66150                 1.28144                 2019-04-10 23:53:59.844520  
  0.05                    97                      0.80204                 0.66260                 0.64880                 1.32385                 2019-04-10 23:56:11.573134  
  0.05                    98                      0.80012                 0.66609                 0.64240                 1.35979                 2019-04-10 23:58:23.468725  
