shuhei:~.$ python nelder.py -model CNN -num 0 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  6.833            -1.962           0.897            -4.245           6.443            4.524            5.728            5.845          
  6.833            -1.958           0.896            -4.251           6.459            4.524            5.714            5.870          
  6.839            -1.957           0.896            -4.247           6.468            4.524            5.714            5.882          
  6.827            -1.953           0.896            -4.240           6.443            4.524            5.714            5.845          
  6.839            -1.955           0.896            -4.233           6.459            4.491            5.714            5.858          
  6.807            -1.962           0.895            -4.226           6.459            4.524            5.714            5.845          
  6.820            -1.962           0.896            -4.243           6.459            4.524            5.714            5.845          
  6.820            -1.964           0.896            -4.247           6.459            4.491            5.728            5.845          
  6.833            -1.961           0.896            -4.248           6.443            4.524            5.728            5.845          


shuhei:~.$ python env.py -model CNN -num 0 -round 0 -cuda 1
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=1 python train.py -model CNN -num 0 -round 0 -batch_size 114 -lr 0.010910205557912639 -momentum 0.8970244311373036 -weight_decay 5.6892453807861234e-05 -ch1 86 -ch2 23 -ch3 52 -ch4 57 -drop_rate 0.27884550061041347
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01091                 1                       0.11906                 3.81586                 0.21470                 3.27279                 2019-04-19 12:11:45.049928  
  0.01091                 2                       0.20666                 3.23090                 0.27840                 2.89006                 2019-04-19 12:11:49.623457  
  0.01091                 3                       0.25460                 2.98464                 0.31820                 2.68843                 2019-04-19 12:11:54.210821  
  0.01091                 4                       0.28600                 2.83109                 0.34000                 2.54283                 2019-04-19 12:11:58.851873  
  0.01091                 5                       0.30764                 2.72925                 0.37220                 2.42905                 2019-04-19 12:12:03.826041  
  0.01091                 6                       0.32250                 2.64357                 0.37970                 2.40305                 2019-04-19 12:12:08.451011  
  0.01091                 7                       0.33532                 2.59039                 0.37460                 2.39553                 2019-04-19 12:12:13.000460  
  0.01091                 8                       0.34594                 2.53138                 0.40770                 2.25313                 2019-04-19 12:12:17.498113  
  0.01091                 9                       0.35658                 2.47749                 0.42040                 2.21494                 2019-04-19 12:12:22.026161  
  0.01091                 10                      0.36710                 2.44125                 0.42060                 2.21837                 2019-04-19 12:12:26.629314  
  0.01091                 11                      0.37564                 2.39541                 0.41660                 2.20477                 2019-04-19 12:12:31.530047  
  0.01091                 12                      0.37948                 2.36933                 0.43640                 2.12134                 2019-04-19 12:12:36.045891  
  0.01091                 13                      0.38736                 2.33910                 0.44190                 2.09836                 2019-04-19 12:12:40.655667  
  0.01091                 14                      0.39272                 2.31760                 0.44340                 2.09176                 2019-04-19 12:12:45.232705  
  0.01091                 15                      0.39952                 2.28562                 0.44810                 2.07454                 2019-04-19 12:12:49.837644  
  0.01091                 16                      0.40188                 2.26916                 0.45560                 2.04687                 2019-04-19 12:12:54.360361  
  0.01091                 17                      0.40904                 2.24061                 0.45710                 2.04780                 2019-04-19 12:12:58.941250  
  0.01091                 18                      0.41034                 2.22116                 0.45190                 2.05271                 2019-04-19 12:13:03.377406  
  0.01091                 19                      0.41712                 2.20116                 0.46830                 1.99246                 2019-04-19 12:13:07.850708  
  0.01091                 20                      0.41816                 2.19043                 0.47070                 1.97132                 2019-04-19 12:13:12.575072  
  0.01091                 21                      0.42178                 2.17883                 0.46710                 2.01903                 2019-04-19 12:13:17.127144  
  0.01091                 22                      0.42720                 2.15420                 0.47380                 1.96950                 2019-04-19 12:13:21.907044  
  0.01091                 23                      0.43186                 2.14152                 0.47380                 1.97915                 2019-04-19 12:13:26.550466  
  0.01091                 24                      0.43412                 2.13350                 0.47730                 1.94973                 2019-04-19 12:13:31.146534  
  0.01091                 25                      0.43650                 2.11541                 0.47570                 1.94947                 2019-04-19 12:13:35.771623  
  0.01091                 26                      0.43838                 2.10910                 0.48340                 1.92861                 2019-04-19 12:13:40.310716  
  0.01091                 27                      0.43906                 2.09633                 0.47270                 1.98092                 2019-04-19 12:13:44.880475  
  0.01091                 28                      0.44388                 2.07676                 0.47490                 1.99119                 2019-04-19 12:13:49.453502  
  0.01091                 29                      0.44212                 2.07966                 0.48490                 1.90940                 2019-04-19 12:13:53.940867  
  0.01091                 30                      0.44486                 2.07054                 0.48750                 1.91829                 2019-04-19 12:13:58.427671  
  0.01091                 31                      0.45108                 2.05336                 0.48920                 1.94291                 2019-04-19 12:14:02.885388  
  0.01091                 32                      0.45168                 2.05456                 0.49600                 1.88387                 2019-04-19 12:14:07.435209  
  0.01091                 33                      0.45384                 2.04045                 0.49080                 1.92290                 2019-04-19 12:14:11.976088  
  0.01091                 34                      0.45240                 2.03050                 0.49830                 1.86853                 2019-04-19 12:14:16.681800  
  0.01091                 35                      0.45838                 2.02271                 0.48950                 1.91879                 2019-04-19 12:14:21.169765  
  0.01091                 36                      0.45764                 2.02663                 0.50050                 1.87716                 2019-04-19 12:14:25.731857  
  0.01091                 37                      0.45730                 2.01573                 0.48960                 1.89812                 2019-04-19 12:14:30.517717  
  0.01091                 38                      0.46260                 2.00348                 0.49570                 1.88273                 2019-04-19 12:14:35.084891  
  0.01091                 39                      0.46128                 1.99675                 0.49870                 1.87146                 2019-04-19 12:14:39.694548  
  0.01091                 40                      0.46264                 1.99390                 0.50170                 1.84932                 2019-04-19 12:14:44.328961  
  0.01091                 41                      0.46552                 1.98463                 0.50550                 1.82957                 2019-04-19 12:14:48.999695  
  0.01091                 42                      0.46574                 1.97591                 0.49100                 1.90968                 2019-04-19 12:14:54.130946  
  0.01091                 43                      0.46934                 1.97244                 0.51260                 1.81581                 2019-04-19 12:14:59.146789  
  0.01091                 44                      0.46822                 1.96672                 0.50800                 1.81254                 2019-04-19 12:15:03.966923  
  0.01091                 45                      0.47188                 1.95535                 0.51260                 1.82740                 2019-04-19 12:15:08.507731  
  0.01091                 46                      0.46632                 1.96288                 0.50310                 1.84713                 2019-04-19 12:15:13.119267  
  0.01091                 47                      0.47184                 1.95039                 0.50110                 1.86012                 2019-04-19 12:15:17.594476  
  0.01091                 48                      0.47196                 1.95511                 0.49750                 1.89837                 2019-04-19 12:15:22.150024  
  0.01091                 49                      0.47216                 1.94042                 0.50960                 1.81039                 2019-04-19 12:15:26.757173  
  0.01091                 50                      0.47378                 1.94098                 0.49620                 1.87106                 2019-04-19 12:15:31.358207  
  0.01091                 51                      0.47730                 1.93460                 0.51160                 1.79933                 2019-04-19 12:15:35.956530  
  0.01091                 52                      0.47548                 1.92961                 0.51010                 1.84017                 2019-04-19 12:15:40.578794  
  0.01091                 53                      0.47656                 1.93150                 0.51330                 1.81444                 2019-04-19 12:15:45.110548  
  0.01091                 54                      0.48404                 1.92031                 0.51250                 1.80799                 2019-04-19 12:15:49.674119  
  0.01091                 55                      0.48310                 1.91064                 0.51100                 1.80896                 2019-04-19 12:15:54.170816  
  0.01091                 56                      0.48210                 1.91352                 0.51260                 1.82381                 2019-04-19 12:15:59.009243  
  0.01091                 57                      0.48070                 1.91545                 0.51370                 1.82230                 2019-04-19 12:16:03.644411  
  0.01091                 58                      0.48324                 1.89990                 0.51330                 1.81313                 2019-04-19 12:16:08.163306  
  0.01091                 59                      0.48380                 1.90509                 0.51560                 1.79419                 2019-04-19 12:16:12.783262  
  0.01091                 60                      0.48304                 1.89614                 0.51550                 1.77607                 2019-04-19 12:16:17.392090  
  0.01091                 61                      0.48472                 1.89431                 0.52320                 1.76851                 2019-04-19 12:16:22.075877  
  0.01091                 62                      0.48326                 1.89764                 0.51960                 1.77907                 2019-04-19 12:16:26.702869  
  0.01091                 63                      0.48418                 1.89462                 0.51500                 1.84679                 2019-04-19 12:16:31.282443  
  0.01091                 64                      0.48728                 1.88095                 0.52260                 1.77854                 2019-04-19 12:16:35.840797  
  0.01091                 65                      0.48954                 1.87822                 0.52540                 1.75091                 2019-04-19 12:16:40.430873  
  0.01091                 66                      0.48662                 1.88322                 0.51610                 1.78535                 2019-04-19 12:16:45.137282  
  0.01091                 67                      0.48688                 1.87931                 0.52090                 1.78560                 2019-04-19 12:16:49.737627  
  0.01091                 68                      0.48786                 1.87886                 0.51780                 1.78450                 2019-04-19 12:16:54.481363  
  0.01091                 69                      0.49092                 1.86616                 0.50850                 1.84937                 2019-04-19 12:16:59.197951  
  0.01091                 70                      0.49112                 1.86452                 0.51830                 1.79273                 2019-04-19 12:17:03.827104  
  0.01091                 71                      0.49228                 1.86154                 0.52150                 1.77536                 2019-04-19 12:17:08.452003  
  0.01091                 72                      0.49756                 1.85471                 0.51630                 1.75397                 2019-04-19 12:17:13.157254  
  0.01091                 73                      0.49662                 1.84554                 0.52110                 1.77320                 2019-04-19 12:17:17.850334  
  0.01091                 74                      0.49432                 1.86151                 0.51840                 1.78675                 2019-04-19 12:17:22.450844  
  0.01091                 75                      0.49594                 1.85065                 0.51650                 1.78603                 2019-04-19 12:17:27.043024  
  0.01091                 76                      0.49482                 1.84806                 0.51980                 1.77706                 2019-04-19 12:17:31.619062  
  0.01091                 77                      0.49506                 1.85368                 0.52250                 1.78441                 2019-04-19 12:17:36.178046  
  0.01091                 78                      0.49838                 1.83462                 0.53040                 1.74949                 2019-04-19 12:17:40.841489  
  0.01091                 79                      0.49938                 1.83816                 0.52730                 1.76351                 2019-04-19 12:17:45.381315  
  0.01091                 80                      0.49868                 1.83421                 0.52120                 1.77404                 2019-04-19 12:17:49.939675  
  0.01091                 81                      0.49812                 1.83469                 0.53310                 1.74069                 2019-04-19 12:17:54.534910  
  0.01091                 82                      0.49916                 1.83874                 0.52750                 1.73452                 2019-04-19 12:17:59.154113  
  0.01091                 83                      0.49978                 1.83016                 0.53020                 1.73082                 2019-04-19 12:18:03.851772  
  0.01091                 84                      0.50114                 1.82249                 0.52830                 1.74001                 2019-04-19 12:18:08.450677  
  0.01091                 85                      0.50190                 1.82300                 0.53030                 1.74044                 2019-04-19 12:18:13.101425  
  0.01091                 86                      0.50182                 1.82618                 0.53000                 1.74885                 2019-04-19 12:18:17.641414  
  0.01091                 87                      0.50004                 1.81971                 0.53400                 1.71960                 2019-04-19 12:18:22.339291  
  0.01091                 88                      0.49894                 1.82172                 0.52440                 1.74191                 2019-04-19 12:18:27.001253  
  0.01091                 89                      0.50224                 1.81991                 0.53320                 1.74959                 2019-04-19 12:18:31.570285  
  0.01091                 90                      0.50130                 1.81971                 0.52370                 1.74465                 2019-04-19 12:18:36.195280  
  0.01091                 91                      0.50326                 1.81605                 0.53090                 1.72337                 2019-04-19 12:18:40.792828  
  0.01091                 92                      0.50460                 1.81661                 0.52940                 1.73607                 2019-04-19 12:18:45.311296  
  0.01091                 93                      0.50678                 1.80722                 0.52530                 1.77220                 2019-04-19 12:18:49.879285  
  0.01091                 94                      0.50304                 1.80907                 0.53430                 1.73222                 2019-04-19 12:18:54.386761  
  0.01091                 95                      0.50608                 1.80347                 0.53170                 1.75994                 2019-04-19 12:18:58.953389  
