shuhei:~.$ python nelder.py -model CNN -num 0 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  6.800            -1.966           0.896            -4.211           6.437            4.509            5.709            5.800          


shuhei:~.$ python env.py -model CNN -num 0 -round 0 -cuda 1
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=1 python train.py -model CNN -num 0 -round 0 -batch_size 111 -lr 0.010820580161554022 -momentum 0.8958676229618652 -weight_decay 6.156110636191362e-05 -ch1 86 -ch2 22 -ch3 52 -ch4 55 -drop_rate 0.2794057673019091
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01082                 1                       0.11588                 3.82352                 0.22220                 3.17272                 2019-04-19 10:09:46.892598  
  0.01082                 2                       0.21044                 3.22477                 0.27070                 2.90839                 2019-04-19 10:09:51.435459  
  0.01082                 3                       0.25392                 3.00212                 0.31070                 2.69605                 2019-04-19 10:09:55.972353  
  0.01082                 4                       0.27844                 2.86531                 0.34280                 2.56078                 2019-04-19 10:10:00.506977  
  0.01082                 5                       0.30040                 2.76959                 0.35980                 2.49236                 2019-04-19 10:10:05.156356  
  0.01082                 6                       0.31586                 2.68529                 0.37710                 2.38098                 2019-04-19 10:10:09.810695  
  0.01082                 7                       0.33092                 2.61509                 0.37850                 2.37564                 2019-04-19 10:10:14.348059  
  0.01082                 8                       0.34106                 2.56477                 0.39840                 2.28161                 2019-04-19 10:10:18.975906  
  0.01082                 9                       0.34940                 2.51916                 0.40940                 2.25134                 2019-04-19 10:10:23.541760  
  0.01082                 10                      0.36106                 2.46793                 0.42190                 2.18464                 2019-04-19 10:10:28.029172  
  0.01082                 11                      0.36802                 2.43402                 0.41940                 2.21114                 2019-04-19 10:10:32.571001  
  0.01082                 12                      0.37626                 2.40009                 0.43880                 2.10741                 2019-04-19 10:10:37.178457  
  0.01082                 13                      0.38012                 2.37422                 0.43010                 2.15179                 2019-04-19 10:10:41.750532  
  0.01082                 14                      0.38598                 2.33806                 0.43800                 2.12190                 2019-04-19 10:10:46.245176  
  0.01082                 15                      0.39124                 2.31740                 0.43480                 2.12800                 2019-04-19 10:10:50.843228  
  0.01082                 16                      0.39728                 2.29606                 0.45120                 2.07756                 2019-04-19 10:10:55.361881  
  0.01082                 17                      0.40148                 2.27284                 0.45470                 2.03808                 2019-04-19 10:10:59.975011  
  0.01082                 18                      0.40658                 2.25372                 0.44840                 2.09150                 2019-04-19 10:11:04.555340  
  0.01082                 19                      0.40804                 2.24566                 0.46830                 2.00864                 2019-04-19 10:11:09.125875  
  0.01082                 20                      0.41208                 2.22556                 0.44260                 2.08638                 2019-04-19 10:11:13.086755  
  0.01082                 21                      0.41974                 2.19829                 0.47420                 1.96419                 2019-04-19 10:11:17.251970  
  0.01082                 22                      0.42210                 2.18196                 0.47000                 1.97700                 2019-04-19 10:11:21.757131  
  0.01082                 23                      0.42316                 2.17127                 0.47610                 1.97037                 2019-04-19 10:11:26.252888  
  0.01082                 24                      0.42794                 2.16088                 0.47350                 1.95602                 2019-04-19 10:11:30.764707  
  0.01082                 25                      0.42920                 2.15192                 0.48470                 1.92910                 2019-04-19 10:11:35.346005  
  0.01082                 26                      0.43216                 2.13986                 0.49110                 1.89770                 2019-04-19 10:11:39.832711  
  0.01082                 27                      0.43478                 2.13096                 0.47390                 1.97243                 2019-04-19 10:11:44.375161  
  0.01082                 28                      0.43572                 2.11792                 0.48270                 1.92888                 2019-04-19 10:11:48.973801  
  0.01082                 29                      0.43742                 2.10907                 0.49490                 1.89339                 2019-04-19 10:11:53.475238  
  0.01082                 30                      0.44210                 2.09099                 0.46870                 1.98950                 2019-04-19 10:11:58.138540  
  0.01082                 31                      0.44242                 2.08560                 0.48750                 1.91819                 2019-04-19 10:12:02.732591  
  0.01082                 32                      0.44200                 2.08245                 0.48980                 1.90894                 2019-04-19 10:12:07.327820  
  0.01082                 33                      0.44488                 2.08170                 0.49870                 1.88256                 2019-04-19 10:12:11.856788  
  0.01082                 34                      0.44714                 2.06216                 0.49450                 1.87745                 2019-04-19 10:12:16.395904  
  0.01082                 35                      0.45188                 2.05370                 0.49670                 1.85267                 2019-04-19 10:12:20.864876  
  0.01082                 36                      0.45320                 2.04330                 0.48550                 1.93983                 2019-04-19 10:12:25.342631  
  0.01082                 37                      0.44978                 2.05290                 0.49900                 1.83588                 2019-04-19 10:12:29.973699  
  0.01082                 38                      0.45454                 2.03357                 0.50600                 1.83285                 2019-04-19 10:12:34.576319  
  0.01082                 39                      0.45602                 2.02974                 0.50050                 1.85844                 2019-04-19 10:12:39.104079  
  0.01082                 40                      0.45850                 2.01741                 0.49430                 1.89556                 2019-04-19 10:12:43.736849  
  0.01082                 41                      0.45976                 2.01516                 0.50760                 1.82735                 2019-04-19 10:12:48.287597  
  0.01082                 42                      0.46092                 2.00819                 0.50280                 1.85716                 2019-04-19 10:12:52.835107  
  0.01082                 43                      0.45980                 1.99776                 0.50720                 1.83786                 2019-04-19 10:12:57.401126  
  0.01082                 44                      0.46174                 2.00541                 0.50040                 1.86344                 2019-04-19 10:13:01.917557  
