i
i
i
i
i
i
i
i
i
i
r
ic
r
ic
r
ic
r
r
ic
r
ic
r
ic
r
ic
r
r
e
r
r
e
r
ic
r
ic
r
ic
r
ic
r
r
r
ic
r
r
ic
r
ic
r
ic
r
r
ic
r
ic
r
r
e
r
ic
r
r
e
r
r
e
r
r
ic
s
s
s
s
s
s
s
s
s
r
ic
r
r
ic
s
s
s
s
s
s
s
s
s
r
ic
r
r
r
r
r
ic
r
r
r
r
ic
s
s
s
s
s
s
s
s
s
r
r
r
ic
s
s
s
s
s
s
s
s
s
r
r
r
r
ic
r
ic
s
s
s
s
s
s
s
s
s
r
oc
r
r
oc
s
s
s
s
s
s
s
s
s
