shuhei:~.$ python nelder.py -model CNN -num 1 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  7.652            -1.971           0.934            -4.227           5.229            5.282            6.523            5.385          


shuhei:~.$ python env.py -model CNN -num 1 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 1 -round 0 -batch_size 201 -lr 0.010679135815017237 -momentum 0.9343261709210311 -weight_decay 5.934317846758504e-05 -ch1 37 -ch2 38 -ch3 91 -ch4 41 -drop_rate 0.20649950673125655
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01068                 1                       0.12336                 3.80827                 0.23010                 3.14708                 2019-04-18 22:38:52.836974  
  0.01068                 2                       0.23064                 3.11911                 0.29400                 2.81305                 2019-04-18 22:38:57.185936  
  0.01068                 3                       0.28212                 2.85402                 0.34870                 2.53841                 2019-04-18 22:39:01.638446  
  0.01068                 4                       0.31264                 2.69385                 0.36400                 2.49697                 2019-04-18 22:39:06.075566  
  0.01068                 5                       0.33328                 2.58297                 0.36230                 2.52973                 2019-04-18 22:39:10.622748  
  0.01068                 6                       0.35536                 2.48957                 0.39630                 2.32772                 2019-04-18 22:39:15.008448  
  0.01068                 7                       0.36910                 2.42037                 0.42080                 2.20456                 2019-04-18 22:39:19.470366  
  0.01068                 8                       0.38410                 2.34866                 0.43190                 2.18745                 2019-04-18 22:39:23.868673  
  0.01068                 9                       0.39714                 2.29222                 0.43830                 2.12986                 2019-04-18 22:39:28.332615  
  0.01068                 10                      0.40626                 2.25085                 0.43970                 2.12838                 2019-04-18 22:39:32.737806  
  0.01068                 11                      0.41640                 2.20477                 0.46390                 2.01951                 2019-04-18 22:39:37.174078  
  0.01068                 12                      0.42714                 2.16401                 0.46720                 2.01240                 2019-04-18 22:39:41.650686  
  0.01068                 13                      0.43038                 2.13463                 0.46320                 2.01898                 2019-04-18 22:39:46.084366  
  0.01068                 14                      0.43852                 2.09636                 0.47010                 1.98076                 2019-04-18 22:39:50.583223  
  0.01068                 15                      0.44580                 2.06873                 0.47770                 1.99498                 2019-04-18 22:39:54.956266  
