shuhei:~.$ python nelder.py -model CNN -num 1 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  7.669            -1.875           0.949            -4.499           5.357            5.247            6.629            5.539          
  7.686            -1.866           0.949            -4.514           5.357            5.247            6.644            5.508          
  7.686            -1.865           0.949            -4.512           5.375            5.267            6.637            5.524          
  7.679            -1.861           0.949            -4.511           5.375            5.267            6.629            5.524          
  7.672            -1.856           0.948            -4.509           5.357            5.247            6.637            5.524          
  7.669            -1.865           0.950            -4.528           5.357            5.247            6.629            5.539          
  7.676            -1.855           0.948            -4.506           5.375            5.267            6.622            5.524          
  7.690            -1.856           0.948            -4.499           5.375            5.285            6.637            5.524          
  7.686            -1.868           0.947            -4.485           5.357            5.247            6.644            5.524          


shuhei:~.$ python env.py -model CNN -num 1 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 1 -round 0 -batch_size 203 -lr 0.013320700543900204 -momentum 0.948533661840487 -weight_decay 3.170488997743771e-05 -ch1 40 -ch2 37 -ch3 98 -ch4 46 -drop_rate 0.21838610048050144
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01332                 1                       0.13282                 3.72535                 0.23020                 3.11970                 2019-04-19 13:00:15.333989  
  0.01332                 2                       0.24222                 3.06304                 0.28730                 2.83635                 2019-04-19 13:00:19.794168  
  0.01332                 3                       0.28898                 2.80947                 0.34930                 2.51493                 2019-04-19 13:00:24.303483  
  0.01332                 4                       0.32244                 2.64903                 0.36580                 2.46414                 2019-04-19 13:00:28.765320  
  0.01332                 5                       0.34768                 2.52352                 0.38120                 2.42378                 2019-04-19 13:00:33.245081  
  0.01332                 6                       0.36820                 2.42204                 0.41140                 2.26277                 2019-04-19 13:00:37.754470  
  0.01332                 7                       0.38982                 2.33446                 0.41960                 2.22761                 2019-04-19 13:00:42.340465  
  0.01332                 8                       0.39770                 2.28111                 0.44720                 2.09579                 2019-04-19 13:00:46.717214  
  0.01332                 9                       0.41320                 2.21683                 0.45120                 2.08753                 2019-04-19 13:00:51.176489  
  0.01332                 10                      0.42298                 2.16824                 0.47700                 1.99154                 2019-04-19 13:00:55.652121  
  0.01332                 11                      0.43480                 2.12511                 0.45950                 2.05903                 2019-04-19 13:00:59.421236  
  0.01332                 12                      0.44456                 2.08586                 0.47700                 1.96476                 2019-04-19 13:01:03.558283  
  0.01332                 13                      0.44800                 2.05056                 0.48210                 1.96563                 2019-04-19 13:01:07.924164  
  0.01332                 14                      0.45844                 2.01837                 0.49240                 1.91405                 2019-04-19 13:01:12.257420  
  0.01332                 15                      0.46492                 1.99312                 0.49200                 1.90922                 2019-04-19 13:01:16.673545  
  0.01332                 16                      0.46830                 1.96739                 0.50200                 1.83763                 2019-04-19 13:01:21.191603  
  0.01332                 17                      0.47680                 1.94348                 0.49680                 1.88912                 2019-04-19 13:01:25.634793  
  0.01332                 18                      0.47922                 1.92883                 0.49480                 1.86917                 2019-04-19 13:01:29.944074  
  0.01332                 19                      0.48460                 1.90560                 0.50630                 1.84661                 2019-04-19 13:01:34.384908  
  0.01332                 20                      0.48426                 1.89434                 0.50590                 1.83506                 2019-04-19 13:01:38.725263  
  0.01332                 21                      0.49300                 1.87189                 0.50810                 1.84317                 2019-04-19 13:01:43.083791  
  0.01332                 22                      0.49542                 1.86012                 0.50990                 1.82970                 2019-04-19 13:01:47.450362  
  0.01332                 23                      0.50030                 1.84197                 0.51850                 1.80579                 2019-04-19 13:01:51.905447  
  0.01332                 24                      0.50348                 1.83456                 0.52410                 1.79535                 2019-04-19 13:01:56.355295  
  0.01332                 25                      0.50832                 1.81330                 0.51720                 1.78437                 2019-04-19 13:02:00.718204  
  0.01332                 26                      0.50848                 1.80200                 0.52760                 1.76252                 2019-04-19 13:02:05.165907  
  0.01332                 27                      0.51032                 1.79484                 0.52740                 1.77627                 2019-04-19 13:02:09.664306  
  0.01332                 28                      0.51562                 1.77759                 0.52110                 1.78668                 2019-04-19 13:02:14.076893  
  0.01332                 29                      0.51718                 1.76439                 0.51870                 1.80693                 2019-04-19 13:02:18.476156  
  0.01332                 30                      0.51554                 1.75794                 0.53190                 1.73618                 2019-04-19 13:02:22.834729  
  0.01332                 31                      0.51998                 1.74361                 0.52720                 1.77494                 2019-04-19 13:02:27.359713  
  0.01332                 32                      0.52248                 1.73222                 0.53300                 1.76539                 2019-04-19 13:02:31.752982  
  0.01332                 33                      0.52434                 1.72797                 0.54140                 1.73497                 2019-04-19 13:02:36.217922  
  0.01332                 34                      0.52854                 1.72408                 0.52850                 1.76904                 2019-04-19 13:02:40.659935  
  0.01332                 35                      0.52744                 1.71288                 0.53310                 1.74311                 2019-04-19 13:02:45.218752  
  0.01332                 36                      0.53066                 1.70351                 0.53190                 1.76033                 2019-04-19 13:02:49.714595  
  0.01332                 37                      0.53218                 1.69326                 0.53480                 1.73319                 2019-04-19 13:02:54.208446  
  0.01332                 38                      0.53670                 1.68771                 0.54530                 1.70264                 2019-04-19 13:02:58.749003  
  0.01332                 39                      0.53542                 1.67705                 0.53940                 1.71608                 2019-04-19 13:03:03.254430  
  0.01332                 40                      0.53362                 1.68517                 0.53210                 1.76426                 2019-04-19 13:03:07.813047  
  0.01332                 41                      0.53782                 1.67685                 0.53820                 1.71511                 2019-04-19 13:03:12.380747  
  0.01332                 42                      0.54034                 1.65668                 0.54510                 1.74086                 2019-04-19 13:03:16.930045  
  0.01332                 43                      0.54100                 1.66636                 0.54880                 1.68153                 2019-04-19 13:03:21.467702  
  0.01332                 44                      0.54844                 1.63955                 0.54570                 1.69012                 2019-04-19 13:03:25.998145  
  0.01332                 45                      0.54418                 1.65059                 0.53980                 1.70487                 2019-04-19 13:03:30.519033  
  0.01332                 46                      0.54330                 1.63436                 0.54700                 1.69990                 2019-04-19 13:03:34.919312  
  0.01332                 47                      0.54584                 1.63160                 0.55150                 1.64322                 2019-04-19 13:03:39.414404  
  0.01332                 48                      0.55018                 1.61999                 0.55140                 1.68277                 2019-04-19 13:03:43.877742  
  0.01332                 49                      0.54988                 1.62037                 0.54870                 1.69624                 2019-04-19 13:03:48.256599  
  0.01332                 50                      0.55048                 1.61994                 0.55430                 1.66819                 2019-04-19 13:03:52.747398  
  0.01332                 51                      0.55506                 1.60419                 0.54380                 1.74870                 2019-04-19 13:03:57.171349  
  0.01332                 52                      0.55292                 1.60913                 0.55270                 1.71637                 2019-04-19 13:04:01.645588  
  0.01332                 53                      0.55216                 1.60576                 0.54390                 1.75675                 2019-04-19 13:04:06.108417  
  0.01332                 54                      0.55662                 1.59195                 0.55660                 1.67168                 2019-04-19 13:04:10.606515  
  0.01332                 55                      0.55612                 1.59913                 0.56070                 1.66869                 2019-04-19 13:04:15.110813  
  0.01332                 56                      0.55834                 1.58689                 0.56130                 1.64674                 2019-04-19 13:04:19.536140  
  0.01332                 57                      0.55812                 1.58152                 0.55090                 1.69148                 2019-04-19 13:04:24.032589  
  0.01332                 58                      0.56234                 1.57613                 0.55580                 1.65695                 2019-04-19 13:04:28.551424  
  0.01332                 59                      0.56368                 1.57325                 0.55650                 1.67740                 2019-04-19 13:04:33.081712  
  0.01332                 60                      0.56632                 1.55580                 0.55270                 1.67167                 2019-04-19 13:04:37.444229  
  0.01332                 61                      0.56362                 1.56546                 0.54750                 1.68599                 2019-04-19 13:04:41.883115  
  0.01332                 62                      0.56416                 1.55605                 0.55640                 1.66200                 2019-04-19 13:04:46.359154  
  0.01332                 63                      0.56424                 1.55523                 0.55710                 1.67776                 2019-04-19 13:04:50.795552  
  0.01332                 64                      0.56370                 1.55226                 0.56340                 1.61816                 2019-04-19 13:04:55.153820  
  0.01332                 65                      0.56584                 1.54807                 0.56690                 1.63815                 2019-04-19 13:04:59.556867  
