shuhei:~.$ python nelder.py -model CNN -num 1 -round 0
Will collect a position from the storage.


shuhei:~.$ python env.py -model CNN -num 1 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 1 -round 0 -batch_size 197 -lr 0.012531532338881423 -momentum 0.9508532676004651 -weight_decay 3.2068227515605977e-05 -ch1 39 -ch2 36 -ch3 98 -ch4 47 -drop_rate 0.22548507053866734
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01253                 1                       0.13726                 3.71003                 0.23880                 3.08529                 2019-04-19 04:25:27.847445  
  0.01253                 2                       0.24282                 3.05638                 0.30700                 2.72828                 2019-04-19 04:25:32.210411  
  0.01253                 3                       0.29018                 2.81126                 0.35000                 2.52662                 2019-04-19 04:25:36.587808  
  0.01253                 4                       0.32214                 2.65848                 0.37640                 2.39805                 2019-04-19 04:25:41.040761  
  0.01253                 5                       0.34648                 2.52854                 0.37260                 2.45498                 2019-04-19 04:25:45.497489  
  0.01253                 6                       0.37086                 2.42760                 0.41570                 2.20379                 2019-04-19 04:25:49.968497  
  0.01253                 7                       0.38230                 2.34929                 0.43490                 2.17023                 2019-04-19 04:25:54.381694  
  0.01253                 8                       0.39954                 2.29200                 0.43910                 2.10629                 2019-04-19 04:25:58.805595  
  0.01253                 9                       0.41050                 2.23496                 0.45360                 2.09650                 2019-04-19 04:26:03.167737  
  0.01253                 10                      0.42114                 2.19029                 0.46810                 2.00317                 2019-04-19 04:26:07.499862  
  0.01253                 11                      0.43160                 2.14094                 0.46190                 2.02010                 2019-04-19 04:26:11.932278  
  0.01253                 12                      0.43478                 2.11495                 0.47350                 1.97831                 2019-04-19 04:26:16.399758  
  0.01253                 13                      0.44528                 2.08115                 0.47830                 1.98378                 2019-04-19 04:26:20.866231  
  0.01253                 14                      0.45012                 2.04507                 0.47930                 1.96121                 2019-04-19 04:26:25.321283  
  0.01253                 15                      0.45758                 2.01908                 0.48290                 1.92866                 2019-04-19 04:26:29.789777  
  0.01253                 16                      0.46092                 2.00330                 0.49440                 1.86996                 2019-04-19 04:26:34.204557  
  0.01253                 17                      0.46534                 1.97669                 0.49340                 1.88858                 2019-04-19 04:26:38.647932  
  0.01253                 18                      0.47456                 1.96016                 0.50420                 1.84661                 2019-04-19 04:26:43.131541  
  0.01253                 19                      0.47642                 1.93437                 0.50040                 1.86438                 2019-04-19 04:26:47.632324  
  0.01253                 20                      0.48040                 1.91452                 0.49910                 1.86549                 2019-04-19 04:26:52.148216  
  0.01253                 21                      0.48600                 1.89904                 0.50350                 1.85179                 2019-04-19 04:26:56.581058  
  0.01253                 22                      0.48744                 1.88320                 0.51300                 1.83708                 2019-04-19 04:27:00.905039  
  0.01253                 23                      0.49026                 1.87596                 0.50810                 1.82374                 2019-04-19 04:27:05.371815  
  0.01253                 24                      0.49252                 1.85762                 0.52050                 1.78386                 2019-04-19 04:27:09.790829  
  0.01253                 25                      0.49872                 1.83798                 0.51440                 1.84009                 2019-04-19 04:27:14.109405  
  0.01253                 26                      0.50198                 1.83302                 0.52070                 1.80347                 2019-04-19 04:27:18.413902  
  0.01253                 27                      0.50034                 1.82383                 0.52590                 1.77170                 2019-04-19 04:27:22.774558  
  0.01253                 28                      0.50528                 1.80207                 0.52830                 1.77322                 2019-04-19 04:27:27.158890  
  0.01253                 29                      0.51060                 1.79978                 0.52930                 1.77809                 2019-04-19 04:27:31.624354  
  0.01253                 30                      0.51014                 1.78378                 0.52840                 1.76436                 2019-04-19 04:27:36.014277  
  0.01253                 31                      0.51558                 1.77364                 0.52370                 1.80306                 2019-04-19 04:27:40.405534  
  0.01253                 32                      0.51526                 1.76456                 0.53640                 1.74045                 2019-04-19 04:27:44.783859  
  0.01253                 33                      0.51670                 1.76330                 0.53280                 1.74904                 2019-04-19 04:27:49.270647  
  0.01253                 34                      0.51962                 1.74295                 0.53750                 1.72508                 2019-04-19 04:27:53.799423  
  0.01253                 35                      0.52040                 1.74329                 0.53080                 1.79464                 2019-04-19 04:27:58.239002  
  0.01253                 36                      0.52272                 1.73490                 0.53570                 1.75598                 2019-04-19 04:28:02.662243  
  0.01253                 37                      0.52362                 1.72882                 0.52920                 1.77373                 2019-04-19 04:28:07.155344  
  0.01253                 38                      0.52736                 1.71687                 0.54100                 1.71978                 2019-04-19 04:28:11.614202  
  0.01253                 39                      0.52840                 1.70640                 0.53860                 1.73637                 2019-04-19 04:28:16.062560  
  0.01253                 40                      0.53016                 1.70199                 0.53880                 1.72862                 2019-04-19 04:28:20.581448  
  0.01253                 41                      0.53008                 1.69889                 0.54160                 1.72858                 2019-04-19 04:28:25.074862  
  0.01253                 42                      0.53340                 1.68267                 0.53640                 1.73789                 2019-04-19 04:28:29.465054  
  0.01253                 43                      0.54008                 1.67774                 0.53620                 1.75130                 2019-04-19 04:28:33.889574  
  0.01253                 44                      0.53746                 1.67287                 0.54020                 1.75110                 2019-04-19 04:28:38.346855  
  0.01253                 45                      0.53918                 1.66100                 0.53770                 1.74560                 2019-04-19 04:28:42.795421  
  0.01253                 46                      0.53948                 1.66623                 0.55010                 1.72575                 2019-04-19 04:28:46.385756  
  0.01253                 47                      0.54220                 1.65209                 0.54060                 1.71582                 2019-04-19 04:28:50.844330  
  0.01253                 48                      0.54112                 1.65408                 0.54250                 1.69986                 2019-04-19 04:28:55.302075  
  0.01253                 49                      0.54276                 1.64304                 0.54500                 1.70741                 2019-04-19 04:28:59.869944  
  0.01253                 50                      0.54388                 1.63953                 0.54640                 1.70328                 2019-04-19 04:29:04.390973  
  0.01253                 51                      0.54766                 1.62775                 0.54440                 1.72910                 2019-04-19 04:29:08.909084  
  0.01253                 52                      0.54622                 1.63941                 0.54740                 1.71631                 2019-04-19 04:29:13.425381  
  0.01253                 53                      0.54876                 1.62929                 0.54560                 1.70029                 2019-04-19 04:29:17.893113  
  0.01253                 54                      0.54878                 1.62217                 0.55270                 1.69046                 2019-04-19 04:29:22.398867  
  0.01253                 55                      0.55058                 1.60568                 0.55360                 1.67849                 2019-04-19 04:29:26.817578  
  0.01253                 56                      0.54934                 1.61250                 0.55120                 1.69208                 2019-04-19 04:29:31.240657  
  0.01253                 57                      0.55238                 1.60573                 0.55130                 1.69940                 2019-04-19 04:29:35.641280  
  0.01253                 58                      0.55202                 1.60384                 0.55000                 1.72689                 2019-04-19 04:29:40.239351  
  0.01253                 59                      0.55328                 1.60372                 0.55710                 1.65768                 2019-04-19 04:29:44.737452  
  0.01253                 60                      0.55368                 1.59320                 0.54660                 1.68270                 2019-04-19 04:29:49.262794  
  0.01253                 61                      0.55786                 1.58576                 0.55950                 1.65532                 2019-04-19 04:29:53.877565  
  0.01253                 62                      0.55618                 1.58646                 0.55380                 1.70885                 2019-04-19 04:29:58.328362  
  0.01253                 63                      0.55722                 1.58541                 0.55320                 1.72549                 2019-04-19 04:30:02.825291  
  0.01253                 64                      0.55850                 1.58594                 0.55650                 1.67654                 2019-04-19 04:30:07.229858  
  0.01253                 65                      0.55866                 1.57669                 0.54740                 1.72335                 2019-04-19 04:30:11.777187  
  0.01253                 66                      0.56196                 1.56891                 0.55460                 1.66659                 2019-04-19 04:30:16.211173  
  0.01253                 67                      0.56164                 1.56856                 0.55290                 1.67959                 2019-04-19 04:30:20.657598  
  0.01253                 68                      0.56516                 1.56232                 0.55720                 1.69635                 2019-04-19 04:30:25.092258  
  0.01253                 69                      0.56272                 1.55879                 0.55390                 1.68386                 2019-04-19 04:30:29.532239  
