shuhei:~.$ python nelder.py -model CNN -num 1 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  5.978            -1.113           0.931            -3.788           6.083            5.767            4.854            5.373          


shuhei:~.$ python env.py -model CNN -num 1 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 1 -round 0 -batch_size 63 -lr 0.07710253244209174 -momentum 0.9314293228708563 -weight_decay 0.0001630251371629141 -ch1 67 -ch2 54 -ch3 28 -ch4 41 -drop_rate 0.6400848557608841
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.07710                 1                       0.05492                 4.21342                 0.10640                 3.82790                 2019-04-18 14:05:26.976645  
  0.07710                 2                       0.07710                 4.00923                 0.12550                 3.63764                 2019-04-18 14:05:31.975793  
  0.07710                 3                       0.09070                 3.89446                 0.15720                 3.47550                 2019-04-18 14:05:36.959473  
  0.07710                 4                       0.10242                 3.80263                 0.18380                 3.35464                 2019-04-18 14:05:42.056920  
  0.07710                 5                       0.10798                 3.76733                 0.17800                 3.32583                 2019-04-18 14:05:46.988944  
  0.07710                 6                       0.11262                 3.72814                 0.19080                 3.22341                 2019-04-18 14:05:52.008025  
  0.07710                 7                       0.12070                 3.68560                 0.18300                 3.27778                 2019-04-18 14:05:56.957446  
  0.07710                 8                       0.12498                 3.65799                 0.20430                 3.16687                 2019-04-18 14:06:01.884919  
  0.07710                 9                       0.12838                 3.63670                 0.20450                 3.24797                 2019-04-18 14:06:06.889859  
  0.07710                 10                      0.13364                 3.60670                 0.19850                 3.26642                 2019-04-18 14:06:11.869237  
  0.07710                 11                      0.13358                 3.59420                 0.22220                 3.04484                 2019-04-18 14:06:16.848304  
  0.07710                 12                      0.13756                 3.58483                 0.20680                 3.10168                 2019-04-18 14:06:21.812457  
  0.07710                 13                      0.13814                 3.55737                 0.21930                 3.05715                 2019-04-18 14:06:26.797097  
  0.07710                 14                      0.14224                 3.53420                 0.22330                 3.04311                 2019-04-18 14:06:31.803523  
  0.07710                 15                      0.14464                 3.53700                 0.22880                 3.01658                 2019-04-18 14:06:36.796368  
  0.07710                 16                      0.14700                 3.52620                 0.21410                 3.09579                 2019-04-18 14:06:41.715662  
  0.07710                 17                      0.14890                 3.51281                 0.23120                 3.02468                 2019-04-18 14:06:46.653548  
  0.07710                 18                      0.14654                 3.51338                 0.23560                 3.00534                 2019-04-18 14:06:51.569806  
  0.07710                 19                      0.15070                 3.50431                 0.23480                 2.97810                 2019-04-18 14:06:56.559745  
  0.07710                 20                      0.15240                 3.49971                 0.24100                 2.96195                 2019-04-18 14:07:01.560557  
  0.07710                 21                      0.15124                 3.48944                 0.23600                 3.00405                 2019-04-18 14:07:06.536644  
  0.07710                 22                      0.15464                 3.48598                 0.24460                 2.95449                 2019-04-18 14:07:11.474035  
  0.07710                 23                      0.15474                 3.49189                 0.24220                 2.97741                 2019-04-18 14:07:16.414273  
  0.07710                 24                      0.15416                 3.47794                 0.24330                 2.93881                 2019-04-18 14:07:21.359443  
  0.07710                 25                      0.15902                 3.46750                 0.24160                 3.00578                 2019-04-18 14:07:26.347342  
  0.07710                 26                      0.15486                 3.47277                 0.24170                 2.96645                 2019-04-18 14:07:31.303064  
  0.07710                 27                      0.15584                 3.46018                 0.25780                 2.90786                 2019-04-18 14:07:36.279817  
  0.07710                 28                      0.15806                 3.45524                 0.24890                 2.95280                 2019-04-18 14:07:41.223072  
  0.07710                 29                      0.15842                 3.45779                 0.22900                 3.04979                 2019-04-18 14:07:46.144348  
  0.07710                 30                      0.15820                 3.46449                 0.24320                 2.94514                 2019-04-18 14:07:51.105532  
  0.07710                 31                      0.15818                 3.45218                 0.23070                 2.99196                 2019-04-18 14:07:56.044148  
  0.07710                 32                      0.15972                 3.45602                 0.25680                 2.94378                 2019-04-18 14:08:00.941546  
  0.07710                 33                      0.16024                 3.45169                 0.22430                 3.06536                 2019-04-18 14:08:05.835360  
  0.07710                 34                      0.16206                 3.44158                 0.23480                 3.04592                 2019-04-18 14:08:10.887524  
