shuhei:~.$ python nelder.py -model CNN -num 1 -round 0
Will get the positions by Nelder-Mead Method.
Saving the position data as shown below...
  batch_size       lr               momentum         weight_decay     ch1              ch2              ch3              ch4              drop_rate      
  7.462            -1.958           0.957            -4.561           5.372            5.062            6.514            5.637          
  7.543            -1.931           0.964            -4.622           5.304            5.209            6.562            5.713          
  7.695            -1.859           0.948            -4.527           5.404            5.315            6.650            5.533          
  7.504            -2.005           0.949            -4.290           5.267            5.129            6.554            5.741          
  7.466            -1.877           0.954            -4.569           5.228            5.129            6.416            5.683          
  7.512            -1.899           0.963            -4.536           5.389            5.392            6.367            5.727          
  7.612            -1.919           0.952            -4.420           5.285            5.264            6.607            5.552          
  7.591            -1.939           0.948            -4.383           5.247            5.209            6.546            5.569          
  7.475            -1.760           0.947            -4.352           5.450            5.377            6.489            5.620          


shuhei:~.$ python env.py -model CNN -num 1 -round 0 -cuda 0
Collecting Environment Variables and Putting in Shell Scripts.

shuhei:~.$ ./run.sh
shuhei:~.$ CUDA_VISIBLE_DEVICES=0 python train.py -model CNN -num 1 -round 0 -batch_size 176 -lr 0.011013796080754274 -momentum 0.9571299039500791 -weight_decay 2.748186052690834e-05 -ch1 41 -ch2 33 -ch3 91 -ch4 49 -drop_rate 0.249921767914559
Start Training


Files already downloaded and verified
  lr                      epoch                   TrainAcc                TrainLoss               TestAcc                 TestLoss                Time                  
  0.01101                 1                       0.13008                 3.74203                 0.21940                 3.19876                 2019-04-19 00:26:28.102191  
  0.01101                 2                       0.23082                 3.11552                 0.29590                 2.83432                 2019-04-19 00:26:32.558957  
  0.01101                 3                       0.27692                 2.86411                 0.33170                 2.62210                 2019-04-19 00:26:37.099946  
  0.01101                 4                       0.30878                 2.71322                 0.35020                 2.53229                 2019-04-19 00:26:41.632502  
  0.01101                 5                       0.33402                 2.59308                 0.38770                 2.36475                 2019-04-19 00:26:46.132409  
  0.01101                 6                       0.35320                 2.50287                 0.40370                 2.26666                 2019-04-19 00:26:50.538647  
  0.01101                 7                       0.37184                 2.41630                 0.42210                 2.24356                 2019-04-19 00:26:55.178358  
  0.01101                 8                       0.38732                 2.35060                 0.43510                 2.13784                 2019-04-19 00:26:59.576045  
  0.01101                 9                       0.39800                 2.28280                 0.43140                 2.13833                 2019-04-19 00:27:04.022325  
  0.01101                 10                      0.40732                 2.25250                 0.45100                 2.06563                 2019-04-19 00:27:08.475153  
  0.01101                 11                      0.41834                 2.19327                 0.44540                 2.10379                 2019-04-19 00:27:12.914464  
  0.01101                 12                      0.42824                 2.15145                 0.44430                 2.13851                 2019-04-19 00:27:17.367278  
  0.01101                 13                      0.43134                 2.13754                 0.44280                 2.17002                 2019-04-19 00:27:21.748464  
  0.01101                 14                      0.44016                 2.09432                 0.45670                 2.10255                 2019-04-19 00:27:26.291362  
  0.01101                 15                      0.44586                 2.07521                 0.48040                 1.93198                 2019-04-19 00:27:30.739443  
  0.01101                 16                      0.45140                 2.04908                 0.47540                 1.96793                 2019-04-19 00:27:35.234579  
  0.01101                 17                      0.45472                 2.03073                 0.48340                 1.91959                 2019-04-19 00:27:39.736670  
  0.01101                 18                      0.46008                 2.00679                 0.49870                 1.90161                 2019-04-19 00:27:44.149475  
  0.01101                 19                      0.46616                 1.99029                 0.49330                 1.87822                 2019-04-19 00:27:48.638231  
  0.01101                 20                      0.46784                 1.97040                 0.48570                 1.94621                 2019-04-19 00:27:53.158303  
  0.01101                 21                      0.47242                 1.95820                 0.50670                 1.83135                 2019-04-19 00:27:57.613793  
  0.01101                 22                      0.47912                 1.93654                 0.50480                 1.84894                 2019-04-19 00:28:02.121371  
  0.01101                 23                      0.47888                 1.92450                 0.50180                 1.89392                 2019-04-19 00:28:06.683849  
  0.01101                 24                      0.48334                 1.90861                 0.50990                 1.83071                 2019-04-19 00:28:11.145072  
  0.01101                 25                      0.48554                 1.88761                 0.51030                 1.82597                 2019-04-19 00:28:15.665848  
  0.01101                 26                      0.48764                 1.88885                 0.49150                 1.97279                 2019-04-19 00:28:20.168224  
  0.01101                 27                      0.49186                 1.86970                 0.51080                 1.86359                 2019-04-19 00:28:24.719187  
  0.01101                 28                      0.49220                 1.86210                 0.50050                 1.90410                 2019-04-19 00:28:29.195445  
  0.01101                 29                      0.49720                 1.85346                 0.51490                 1.78651                 2019-04-19 00:28:33.745856  
  0.01101                 30                      0.49720                 1.84032                 0.52560                 1.76318                 2019-04-19 00:28:38.189014  
  0.01101                 31                      0.50468                 1.82373                 0.51830                 1.78804                 2019-04-19 00:28:42.619267  
  0.01101                 32                      0.50196                 1.82352                 0.52430                 1.78399                 2019-04-19 00:28:47.082203  
  0.01101                 33                      0.50416                 1.81251                 0.50720                 1.84757                 2019-04-19 00:28:51.580899  
  0.01101                 34                      0.50482                 1.80771                 0.52380                 1.78046                 2019-04-19 00:28:56.025934  
  0.01101                 35                      0.50980                 1.79230                 0.51690                 1.80873                 2019-04-19 00:29:00.548445  
  0.01101                 36                      0.50936                 1.79662                 0.51360                 1.82145                 2019-04-19 00:29:05.006076  
  0.01101                 37                      0.51322                 1.77818                 0.52990                 1.73992                 2019-04-19 00:29:09.440299  
  0.01101                 38                      0.51444                 1.77206                 0.52890                 1.74364                 2019-04-19 00:29:13.917617  
  0.01101                 39                      0.51528                 1.76561                 0.52720                 1.77524                 2019-04-19 00:29:18.494479  
  0.01101                 40                      0.51614                 1.75778                 0.52950                 1.74241                 2019-04-19 00:29:22.968137  
  0.01101                 41                      0.52084                 1.74978                 0.53100                 1.74380                 2019-04-19 00:29:27.362855  
  0.01101                 42                      0.52074                 1.74675                 0.53630                 1.74562                 2019-04-19 00:29:31.896476  
  0.01101                 43                      0.52182                 1.73970                 0.53660                 1.74281                 2019-04-19 00:29:36.375476  
  0.01101                 44                      0.52108                 1.73703                 0.52810                 1.78803                 2019-04-19 00:29:40.778959  
  0.01101                 45                      0.52468                 1.72772                 0.53420                 1.73859                 2019-04-19 00:29:45.204752  
  0.01101                 46                      0.52668                 1.72471                 0.53970                 1.74599                 2019-04-19 00:29:49.584093  
  0.01101                 47                      0.52530                 1.72169                 0.54590                 1.73288                 2019-04-19 00:29:54.022684  
  0.01101                 48                      0.52796                 1.71336                 0.53740                 1.74991                 2019-04-19 00:29:58.437897  
  0.01101                 49                      0.52752                 1.70723                 0.53640                 1.74899                 2019-04-19 00:30:02.918100  
  0.01101                 50                      0.53160                 1.70404                 0.54490                 1.71931                 2019-04-19 00:30:07.405386  
  0.01101                 51                      0.53104                 1.69818                 0.52020                 1.84382                 2019-04-19 00:30:11.907401  
  0.01101                 52                      0.53016                 1.69437                 0.53780                 1.73374                 2019-04-19 00:30:16.406969  
  0.01101                 53                      0.53088                 1.69881                 0.52620                 1.78672                 2019-04-19 00:30:20.779451  
  0.01101                 54                      0.53582                 1.68006                 0.54150                 1.74369                 2019-04-19 00:30:25.241699  
  0.01101                 55                      0.53710                 1.67950                 0.53970                 1.72963                 2019-04-19 00:30:29.673939  
  0.01101                 56                      0.53792                 1.67016                 0.53520                 1.74571                 2019-04-19 00:30:34.071446  
  0.01101                 57                      0.53926                 1.66584                 0.54640                 1.68575                 2019-04-19 00:30:38.542261  
  0.01101                 58                      0.53946                 1.66337                 0.54650                 1.69435                 2019-04-19 00:30:43.020499  
  0.01101                 59                      0.54056                 1.65403                 0.54550                 1.72499                 2019-04-19 00:30:47.520191  
  0.01101                 60                      0.53980                 1.65777                 0.54700                 1.70473                 2019-04-19 00:30:52.018921  
  0.01101                 61                      0.54218                 1.64621                 0.55010                 1.68925                 2019-04-19 00:30:56.543783  
  0.01101                 62                      0.54316                 1.65177                 0.55130                 1.68404                 2019-04-19 00:31:01.085733  
  0.01101                 63                      0.54464                 1.63981                 0.53740                 1.77915                 2019-04-19 00:31:05.551178  
  0.01101                 64                      0.54634                 1.63912                 0.55060                 1.70286                 2019-04-19 00:31:09.998682  
  0.01101                 65                      0.54740                 1.62747                 0.54430                 1.74571                 2019-04-19 00:31:14.470460  
  0.01101                 66                      0.54586                 1.63384                 0.53920                 1.77877                 2019-04-19 00:31:18.961567  
  0.01101                 67                      0.54684                 1.63537                 0.55080                 1.69863                 2019-04-19 00:31:23.414128  
  0.01101                 68                      0.54596                 1.63675                 0.55310                 1.65322                 2019-04-19 00:31:28.088232  
